ks4score,fiveac,fiveem,k3en,k3ma,k3sc,gender,SECshort,hiquamum,singlepar,house,fsm,parasp,computer,tuition,pupasp,homework,attitude,sen,truancy,absent,exclude,IDACI_n,FSMband
384,no,no,5,5,5,Female,Managerial_and_professional,HE_below_degree_level,no,owned,no,Yes,Yes,No,No,3_evenings,low,No,No,No,No,-0.978168770022557,13pr-21pr
384,yes,no,5,4,5,Female,Managerial_and_professional,Degree_or_equivalent,no,owned,no,Yes,Yes,Yes,Yes,2_evenings,low,No,No,No,No,0.167928967620685,35pr+
384,yes,no,5,4,5,Female,"Routine,_semi-routine_or_unemployed",No_qualification,no,owned,yes,Yes,Yes,No,Yes,4_evenings,low,No,No,missing,missing,0.598481972913738,35pr+
384,yes,yes,5,5,4,Female,missing,GCSE_grades_A-C_or_equiv,no,owned,yes,Yes,Yes,No,Yes,3_evenings,high,No,No,No,No,-1.07434126703645,9pr-13pr
384,yes,no,5,5,4,Female,"Routine,_semi-routine_or_unemployed",GCE_A_Level_or_equivalent,yes,rented,no,Yes,Yes,No,Yes,3_evenings,very_high,No,No,No,No,0.133489290791035,13pr-21pr
384,yes,no,5,4,4,Female,missing,No_qualification,no,owned,no,Yes,Yes,No,Yes,5_evenings,very_low,No,No,No,No,0.19989006400255,21pr-35pr
384,no,no,4,4,4,Female,"Routine,_semi-routine_or_unemployed",GCSE_grades_A-C_or_equiv,no,rented,no,Yes,Yes,No,Yes,1_evening,low,No,No,missing,missing,1.66620497068411,21pr-35pr
384,no,no,4,3,3,Female,Managerial_and_professional,HE_below_degree_level,no,rented,no,Yes,Yes,No,Yes,none,low,No,missing,No,No,0.816986886608073,21pr-35pr
384,yes,yes,5,8,6,Male,Intermediate,No_qualification,yes,rented,yes,Yes,Yes,No,Yes,3_evenings,very_low,No,No,No,No,1.96239303446363,35pr+
384,yes,yes,6,7,6,Male,Managerial_and_professional,GCE_A_Level_or_equivalent,no,owned,no,Yes,Yes,No,Yes,2_evenings,high,No,No,No,No,0.158979685758729,5pr-9pr
384,yes,no,6,7,6,Male,Managerial_and_professional,HE_below_degree_level,no,owned,no,Yes,Yes,No,Yes,2_evenings,very_low,No,Yes,No,No,0.072377759417085,21pr-35pr
384,yes,yes,6,7,6,Male,Managerial_and_professional,Degree_or_equivalent,yes,owned,no,Yes,Yes,Yes,Yes,3_evenings,low,No,Yes,No,No,-1.60326852274244,9pr-13pr
384,yes,yes,5,7,6,Male,Intermediate,Degree_or_equivalent,no,owned,no,Yes,Yes,No,Yes,3_evenings,low,No,No,No,No,-0.330079836282604,21pr-35pr
384,yes,yes,5,7,6,Male,"Routine,_semi-routine_or_unemployed",No_qualification,yes,rented,yes,Yes,Yes,No,Yes,none,very_low,No,No,No,No,1.97678096007507,9pr-13pr
384,yes,yes,5,7,6,Male,Managerial_and_professional,GCSE_grades_A-C_or_equiv,yes,owned,no,Yes,Yes,No,Yes,missing,very_low,No,Yes,No,Yes,0.240646517416208,13pr-21pr
384,yes,yes,5,7,6,Male,"Routine,_semi-routine_or_unemployed",GCE_A_Level_or_equivalent,yes,rented,no,No,Yes,No,No,3_evenings,very_low,No,Yes,No,Yes,1.32423155252484,21pr-35pr
384,yes,yes,7,6,6,Male,"Routine,_semi-routine_or_unemployed",GCSE_grades_A-C_or_equiv,yes,rented,yes,Yes,Yes,No,Yes,1_evening,low,No,No,No,No,1.84038027834317,21pr-35pr
384,yes,no,6,6,6,Male,Managerial_and_professional,GCE_A_Level_or_equivalent,no,owned,no,Yes,Yes,No,Yes,1_evening,very_high,No,No,No,No,0.079877556803086,13pr-21pr
384,yes,yes,5,6,6,Male,Intermediate,HE_below_degree_level,no,owned,no,Yes,Yes,No,No,3_evenings,low,No,No,No,No,-0.331424263996733,9pr-13pr
384,no,no,5,6,6,Male,missing,GCSE_grades_A-C_or_equiv,no,rented,yes,Yes,Yes,No,No,2_evenings,high,No,No,No,No,0.490225295344254,9pr-13pr
384,yes,yes,5,7,5,Male,"Routine,_semi-routine_or_unemployed",No_qualification,no,rented,yes,Yes,Yes,No,Yes,3_evenings,very_high,No,No,No,No,0.934187685214094,35pr+
384,yes,yes,5,7,5,Male,missing,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,Yes,2_evenings,high,No,No,No,No,-0.081713281782843,5pr-9pr
384,yes,yes,5,7,5,Male,Managerial_and_professional,Degree_or_equivalent,yes,owned,no,Yes,Yes,No,Yes,3_evenings,very_high,No,No,No,No,-0.595249761926638,21pr-35pr
384,yes,yes,5,6,5,Male,Intermediate,GCE_A_Level_or_equivalent,no,owned,no,No,Yes,No,Yes,3_evenings,very_low,No,No,No,No,-1.05125144704204,5pr-9pr
384,no,no,5,6,5,Male,"Routine,_semi-routine_or_unemployed",GCSE_grades_A-C_or_equiv,no,owned,no,No,Yes,No,Yes,missing,very_low,Yes,No,No,Yes,2.19362728872927,5pr-9pr
384,yes,yes,5,6,5,Male,"Routine,_semi-routine_or_unemployed",GCE_A_Level_or_equivalent,yes,owned,yes,No,Yes,No,Yes,4_evenings,low,No,No,No,No,-0.472716335741357,5pr-9pr
384,no,no,5,6,4,Male,Intermediate,Other_qualifications,no,owned,no,No,Yes,No,No,3_evenings,low,No,No,No,No,0.112807759402971,21pr-35pr
384,yes,yes,5,5,4,Male,Managerial_and_professional,No_qualification,no,rented,yes,Yes,Yes,No,Yes,missing,low,No,No,No,No,1.10825165971535,21pr-35pr
383,yes,yes,6,6,6,Female,Intermediate,Other_qualifications,no,owned,no,Yes,Yes,No,Yes,missing,high,No,No,No,No,-1.45538070363976,5pr-9pr
383,yes,yes,6,6,6,Female,Managerial_and_professional,Other_qualifications,no,owned,no,Yes,Yes,No,Yes,2_evenings,very_low,No,Yes,No,No,-0.577300065507194,<5pr
383,yes,yes,5,6,6,Female,Intermediate,GCE_A_Level_or_equivalent,no,owned,no,Yes,Yes,No,Yes,3_evenings,very_high,No,No,No,No,-1.01423259779608,9pr-13pr
383,yes,no,6,4,6,Female,Intermediate,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,Yes,Yes,2_evenings,very_high,No,No,No,No,-0.140234722191106,21pr-35pr
383,yes,yes,7,6,5,Female,Intermediate,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,Yes,3_evenings,low,No,No,No,No,-0.584929235535094,5pr-9pr
383,yes,yes,5,6,5,Female,"Routine,_semi-routine_or_unemployed",No_qualification,no,owned,no,Yes,Yes,No,Yes,3_evenings,low,No,No,No,No,0.256482319157534,13pr-21pr
383,yes,yes,5,6,5,Female,Intermediate,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,Yes,3_evenings,very_high,No,No,No,No,-1.01716418867434,9pr-13pr
383,yes,yes,5,5,5,Female,Intermediate,No_qualification,yes,owned,yes,Yes,Yes,No,Yes,5_evenings,high,No,No,No,No,1.56342655332401,35pr+
383,yes,yes,5,5,5,Female,"Routine,_semi-routine_or_unemployed",missing,yes,rented,no,Yes,Yes,Yes,Yes,3_evenings,low,No,Yes,No,Yes,1.49214244973842,21pr-35pr
383,no,no,5,5,4,Female,missing,No_qualification,no,rented,no,Yes,Yes,No,Yes,missing,missing,No,missing,No,No,2.10553852089008,21pr-35pr
383,yes,no,5,4,4,Female,missing,No_qualification,no,owned,no,Yes,Yes,No,Yes,3_evenings,high,No,No,No,No,0.478060599352061,5pr-9pr
383,yes,no,5,3,4,Female,"Routine,_semi-routine_or_unemployed",No_qualification,no,owned,yes,Yes,Yes,No,No,3_evenings,very_high,No,No,missing,missing,0.827472543372977,21pr-35pr
383,yes,yes,6,7,6,Male,missing,HE_below_degree_level,no,rented,yes,Yes,No,No,Yes,2_evenings,low,No,missing,No,No,0.47627766815568,5pr-9pr
383,yes,yes,6,7,6,Male,Managerial_and_professional,Degree_or_equivalent,no,owned,no,Yes,Yes,No,Yes,2_evenings,very_low,No,No,No,No,0.15269865226266,21pr-35pr
383,yes,yes,6,7,6,Male,missing,GCE_A_Level_or_equivalent,no,owned,no,Yes,Yes,No,Yes,1_evening,very_low,No,Yes,No,No,-1.09671118401497,5pr-9pr
383,yes,yes,5,7,6,Male,Managerial_and_professional,No_qualification,no,owned,no,Yes,Yes,No,Yes,4_evenings,very_high,No,missing,No,No,-0.529455024642041,13pr-21pr
383,yes,yes,5,6,6,Male,Intermediate,No_qualification,no,owned,no,Yes,Yes,Yes,Yes,2_evenings,high,No,No,No,No,-0.293913128969817,21pr-35pr
383,yes,no,4,6,6,Male,"Routine,_semi-routine_or_unemployed",GCE_A_Level_or_equivalent,no,owned,no,Yes,Yes,No,Yes,3_evenings,low,No,No,No,Yes,0.414771714707906,21pr-35pr
383,yes,yes,6,7,5,Male,Managerial_and_professional,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,Yes,Yes,2_evenings,missing,No,No,No,No,-1.35327313163445,<5pr
383,yes,yes,5,6,5,Male,Intermediate,GCSE_grades_A-C_or_equiv,yes,rented,no,Yes,Yes,No,Yes,3_evenings,high,No,missing,No,No,0.454998167101076,21pr-35pr
383,yes,yes,5,6,5,Male,Intermediate,HE_below_degree_level,no,owned,no,Yes,Yes,No,No,2_evenings,very_low,No,No,No,No,-0.939616733459234,5pr-9pr
383,yes,yes,5,6,5,Male,Managerial_and_professional,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,Yes,1_evening,very_low,No,No,No,No,-1.87986387416595,9pr-13pr
383,yes,yes,5,6,5,Male,Managerial_and_professional,GCE_A_Level_or_equivalent,no,owned,no,Yes,Yes,No,Yes,2_evenings,low,No,No,missing,missing,-0.929275971681405,<5pr
383,yes,yes,5,6,5,Male,Intermediate,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,Yes,2_evenings,low,No,No,No,No,0.310233761562737,9pr-13pr
383,yes,no,5,6,5,Male,"Routine,_semi-routine_or_unemployed",GCSE_grades_A-C_or_equiv,no,owned,no,No,Yes,No,No,2_evenings,very_low,No,No,No,No,0.447247523374928,5pr-9pr
383,yes,yes,5,6,5,Male,Intermediate,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,Yes,1_evening,very_high,No,No,No,No,-2.75932512113467,5pr-9pr
383,no,no,5,5,5,Male,Intermediate,GCSE_grades_A-C_or_equiv,yes,rented,no,No,Yes,No,Yes,1_evening,missing,No,No,No,No,-0.162848041085288,13pr-21pr
383,no,no,5,6,4,Male,Intermediate,Degree_or_equivalent,no,owned,no,Yes,Yes,No,No,4_evenings,very_low,No,No,No,No,0.286611145017549,5pr-9pr
382.25,yes,no,5,5,4,Female,"Routine,_semi-routine_or_unemployed",GCE_A_Level_or_equivalent,yes,rented,no,No,Yes,No,Yes,2_evenings,high,Yes,No,No,No,-0.984865456788073,5pr-9pr
382.25,yes,yes,6,7,6,Male,missing,missing,yes,owned,no,Yes,Yes,No,Yes,5_evenings,very_low,No,No,No,No,-0.641288110249869,13pr-21pr
382.25,yes,no,5,4,4,Male,Managerial_and_professional,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,Yes,3_evenings,very_high,No,No,No,No,0.148755969189047,21pr-35pr
382,yes,no,6,7,6,Female,missing,missing,missing,other/DK/Ref,no,Yes,Yes,No,Yes,3_evenings,very_high,No,Yes,No,No,-0.323115122222419,9pr-13pr
382,yes,no,5,4,6,Female,"Routine,_semi-routine_or_unemployed",No_qualification,no,owned,no,Yes,Yes,No,Yes,5_evenings,low,No,No,No,No,-0.582005431013944,13pr-21pr
382,yes,yes,5,7,5,Female,Intermediate,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,Yes,1_evening,very_high,No,No,No,No,1.16847040154456,21pr-35pr
382,yes,yes,6,6,5,Female,Intermediate,No_qualification,no,owned,no,Yes,Yes,No,Yes,3_evenings,very_high,No,No,No,No,0.435146775681054,13pr-21pr
382,no,no,6,6,5,Female,Intermediate,GCE_A_Level_or_equivalent,no,owned,no,Yes,Yes,Yes,Yes,4_evenings,high,No,No,No,No,-0.595629698779689,13pr-21pr
382,yes,no,6,6,5,Female,Intermediate,No_qualification,no,owned,no,No,Yes,No,No,5_evenings,missing,No,Yes,No,No,0.167364208495746,5pr-9pr
382,yes,yes,5,6,5,Female,missing,GCSE_grades_A-C_or_equiv,no,rented,yes,No,Yes,No,No,1_evening,low,No,No,missing,missing,1.38870080034037,21pr-35pr
382,yes,no,5,6,5,Female,Managerial_and_professional,GCE_A_Level_or_equivalent,no,owned,no,Yes,Yes,No,Yes,2_evenings,very_high,No,No,No,No,0.815876679345703,5pr-9pr
382,yes,no,5,6,5,Female,Managerial_and_professional,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,Yes,none,high,No,No,No,No,-0.470493546599051,5pr-9pr
382,yes,yes,5,6,5,Female,Intermediate,GCE_A_Level_or_equivalent,no,rented,no,Yes,Yes,No,Yes,2_evenings,very_low,No,No,No,No,-0.296738531049794,5pr-9pr
382,yes,yes,5,6,5,Female,Intermediate,GCSE_grades_A-C_or_equiv,yes,rented,no,Yes,Yes,No,Yes,3_evenings,low,No,Yes,No,No,0.949934037931255,9pr-13pr
382,no,no,4,6,5,Female,Intermediate,Other_qualifications,no,owned,no,Yes,Yes,Yes,Yes,3_evenings,low,No,No,Yes,No,0.308731543414177,9pr-13pr
382,yes,yes,4,6,5,Female,Managerial_and_professional,HE_below_degree_level,yes,owned,no,No,Yes,No,Yes,2_evenings,very_low,No,No,No,No,-0.591076105803068,5pr-9pr
382,yes,yes,6,5,5,Female,Intermediate,Other_qualifications,no,owned,no,Yes,Yes,No,Yes,2_evenings,very_low,No,No,No,No,-0.454645275042994,9pr-13pr
382,yes,yes,6,5,5,Female,Intermediate,Other_qualifications,no,owned,no,Yes,Yes,No,Yes,5_evenings,very_low,No,No,No,No,1.46485155281024,5pr-9pr
382,yes,yes,6,5,5,Female,Intermediate,GCE_A_Level_or_equivalent,no,owned,no,Yes,Yes,No,Yes,1_evening,very_high,No,Yes,No,No,0.008512384419875,5pr-9pr
382,yes,no,5,5,5,Female,missing,HE_below_degree_level,no,owned,no,Yes,Yes,No,Yes,4_evenings,very_high,No,No,No,No,-1.58792619492031,13pr-21pr
382,yes,no,5,5,5,Female,"Routine,_semi-routine_or_unemployed",GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,No,3_evenings,very_high,No,No,No,No,-0.429730988423481,5pr-9pr
382,yes,no,5,5,5,Female,"Routine,_semi-routine_or_unemployed",GCSE_grades_A-C_or_equiv,no,rented,no,Yes,Yes,No,Yes,5_evenings,very_high,No,No,No,No,-1.04381548336426,<5pr
382,yes,yes,5,5,5,Female,"Routine,_semi-routine_or_unemployed",No_qualification,no,rented,no,Yes,Yes,Yes,Yes,3_evenings,low,No,No,No,No,0.083948449743844,<5pr
382,yes,no,5,5,5,Female,"Routine,_semi-routine_or_unemployed",No_qualification,no,rented,no,No,Yes,No,Yes,1_evening,low,No,Yes,No,No,1.10825165971535,13pr-21pr
382,yes,no,5,5,5,Female,"Routine,_semi-routine_or_unemployed",GCSE_grades_A-C_or_equiv,no,rented,no,No,Yes,No,Yes,3_evenings,very_high,No,Yes,No,Yes,0.288518127703691,35pr+
382,yes,no,6,4,5,Female,"Routine,_semi-routine_or_unemployed",No_qualification,no,rented,no,Yes,Yes,No,Yes,3_evenings,high,No,No,No,No,-1.66144194098028,5pr-9pr
382,yes,no,5,2,5,Female,Intermediate,missing,no,owned,no,Yes,Yes,No,Yes,4_evenings,very_high,No,Yes,missing,missing,0.885449146081901,35pr+
382,no,no,5,6,4,Female,Intermediate,No_qualification,no,owned,no,Yes,Yes,No,Yes,3_evenings,missing,No,No,No,No,-1.32998896604922,<5pr
382,no,no,5,5,4,Female,Intermediate,GCSE_grades_A-C_or_equiv,no,owned,no,No,Yes,No,No,2_evenings,high,No,No,No,No,0.165508946163588,<5pr
382,yes,no,5,5,4,Female,"Routine,_semi-routine_or_unemployed",Other_qualifications,yes,rented,yes,Yes,Yes,No,Yes,3_evenings,low,No,No,No,No,0.65305856958115,13pr-21pr
382,yes,no,5,5,4,Female,Intermediate,Other_qualifications,no,rented,no,Yes,Yes,No,Yes,missing,very_low,No,No,No,No,-1.04697557576026,<5pr
382,yes,no,5,5,4,Female,missing,HE_below_degree_level,no,owned,no,Yes,Yes,No,Yes,5_evenings,low,No,No,No,No,0.614642077426204,13pr-21pr
382,yes,no,6,4,4,Female,Managerial_and_professional,HE_below_degree_level,yes,rented,no,Yes,Yes,Yes,Yes,2_evenings,high,No,No,No,No,1.34733415213707,35pr+
382,yes,no,5,4,4,Female,"Routine,_semi-routine_or_unemployed",No_qualification,no,rented,yes,Yes,Yes,No,Yes,2_evenings,missing,No,missing,No,No,0.274695133223479,21pr-35pr
382,yes,no,5,4,4,Female,Managerial_and_professional,Degree_or_equivalent,no,owned,no,Yes,Yes,No,Yes,1_evening,very_high,No,No,No,No,-1.80195731948406,<5pr
382,yes,no,5,4,4,Female,Managerial_and_professional,HE_below_degree_level,no,owned,no,Yes,Yes,No,Yes,2_evenings,low,No,No,No,No,0.959975043591259,21pr-35pr
382,no,no,5,4,4,Female,Managerial_and_professional,GCSE_grades_A-C_or_equiv,no,owned,no,No,Yes,No,No,2_evenings,missing,No,Yes,No,No,-2.02320637310699,9pr-13pr
382,yes,no,5,3,4,Female,"Routine,_semi-routine_or_unemployed",No_qualification,yes,owned,no,Yes,Yes,Yes,Yes,5_evenings,very_high,No,No,No,No,0.463839049288285,9pr-13pr
382,yes,yes,5,7,7,Male,Intermediate,GCSE_grades_A-C_or_equiv,no,rented,no,Yes,Yes,No,Yes,3_evenings,very_low,No,No,No,No,1.22596879167129,21pr-35pr
382,yes,no,6,6,7,Male,Managerial_and_professional,HE_below_degree_level,no,owned,no,Yes,Yes,No,No,missing,very_low,No,No,No,No,-0.6455935501664,13pr-21pr
382,yes,yes,6,7,6,Male,"Routine,_semi-routine_or_unemployed",HE_below_degree_level,yes,rented,yes,Yes,Yes,No,Yes,4_evenings,low,No,No,No,Yes,0.400594199265626,13pr-21pr
382,yes,yes,6,7,6,Male,"Routine,_semi-routine_or_unemployed",GCSE_grades_A-C_or_equiv,no,owned,no,Yes,No,Yes,Yes,4_evenings,very_high,No,No,No,No,-0.54258884608511,9pr-13pr
382,yes,yes,6,6,6,Male,Managerial_and_professional,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,No,3_evenings,high,No,No,No,No,-1.93529614773624,<5pr
382,yes,yes,5,6,6,Male,Managerial_and_professional,Degree_or_equivalent,no,owned,no,Yes,Yes,No,Yes,missing,very_low,No,No,No,No,-0.763925415812684,<5pr
382,yes,no,5,6,6,Male,"Routine,_semi-routine_or_unemployed",No_qualification,no,rented,no,Yes,Yes,No,Yes,5_evenings,low,No,No,No,No,0.345577509714889,9pr-13pr
382,yes,yes,6,5,6,Male,"Routine,_semi-routine_or_unemployed",HE_below_degree_level,no,owned,no,Yes,Yes,No,Yes,3_evenings,very_high,No,No,No,No,-1.19485494860919,9pr-13pr
382,yes,no,5,5,6,Male,Managerial_and_professional,GCSE_grades_A-C_or_equiv,no,owned,no,No,Yes,No,Yes,missing,very_low,No,No,No,No,-0.776124383446285,5pr-9pr
382,yes,yes,6,7,5,Male,Managerial_and_professional,GCSE_grades_A-C_or_equiv,no,rented,no,Yes,Yes,No,Yes,3_evenings,high,No,No,No,No,-1.24733128019765,<5pr
382,yes,yes,6,6,5,Male,Managerial_and_professional,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,missing,No,Yes,2_evenings,very_high,No,No,No,No,0.182470284360334,13pr-21pr
382,yes,yes,5,6,5,Male,missing,No_qualification,no,rented,yes,Yes,Yes,No,Yes,3_evenings,very_high,No,missing,No,No,0.887806330535662,35pr+
382,yes,no,5,6,5,Male,Intermediate,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,Yes,3_evenings,high,No,No,No,No,-0.607833602710342,5pr-9pr
382,yes,no,5,6,5,Male,Managerial_and_professional,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,Yes,1_evening,high,No,No,No,Yes,0.286611145017549,5pr-9pr
382,yes,yes,5,6,5,Male,Managerial_and_professional,GCE_A_Level_or_equivalent,yes,owned,no,Yes,Yes,No,Yes,4_evenings,low,No,No,No,No,-0.592023757702076,13pr-21pr
382,yes,yes,5,6,5,Male,Managerial_and_professional,GCE_A_Level_or_equivalent,no,owned,no,Yes,Yes,Yes,No,3_evenings,very_low,No,No,No,No,-0.057389946137742,<5pr
382,yes,yes,5,6,5,Male,missing,HE_below_degree_level,no,owned,no,Yes,Yes,No,Yes,3_evenings,low,No,Yes,No,No,0.576172681072978,5pr-9pr
382,no,no,5,6,5,Male,Intermediate,GCSE_grades_A-C_or_equiv,yes,rented,no,No,Yes,No,No,missing,very_low,Yes,Yes,No,No,0.277670415520055,5pr-9pr
382,yes,yes,4,6,5,Male,Intermediate,No_qualification,no,owned,no,No,Yes,No,Yes,3_evenings,low,No,No,No,No,-1.09816392317397,5pr-9pr
382,yes,no,4,6,5,Male,"Routine,_semi-routine_or_unemployed",No_qualification,no,owned,no,Yes,Yes,No,Yes,3_evenings,low,No,No,No,No,0.567179753070151,13pr-21pr
382,yes,yes,5,5,5,Male,"Routine,_semi-routine_or_unemployed",GCSE_grades_A-C_or_equiv,no,owned,no,No,Yes,No,Yes,2_evenings,very_high,No,No,missing,missing,-0.870129473592957,21pr-35pr
382,yes,no,5,5,5,Male,"Routine,_semi-routine_or_unemployed",HE_below_degree_level,no,owned,no,Yes,Yes,No,Yes,2_evenings,high,No,No,No,No,-0.578522227270652,35pr+
382,yes,no,5,5,5,Male,Intermediate,HE_below_degree_level,no,owned,no,Yes,No,No,Yes,none,high,No,No,No,No,-0.57777002558228,13pr-21pr
382,yes,yes,5,5,5,Male,Intermediate,GCE_A_Level_or_equivalent,no,owned,no,Yes,Yes,No,Yes,2_evenings,very_high,No,No,No,No,-0.356322670245704,5pr-9pr
382,no,no,5,5,5,Male,Intermediate,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,Yes,5_evenings,very_high,No,No,No,No,-0.528631490965252,5pr-9pr
382,yes,no,5,5,5,Male,"Routine,_semi-routine_or_unemployed",No_qualification,yes,rented,yes,Yes,Yes,No,Yes,5_evenings,very_high,No,No,No,No,0.834100671210779,13pr-21pr
382,yes,no,5,5,5,Male,Managerial_and_professional,Other_qualifications,no,rented,no,Yes,Yes,No,Yes,2_evenings,very_high,No,No,No,No,0.106325076407588,21pr-35pr
382,yes,no,5,5,5,Male,missing,No_qualification,no,rented,no,Yes,Yes,Yes,Yes,5_evenings,low,No,No,missing,missing,2.13026447172964,35pr+
382,yes,no,5,4,5,Male,Managerial_and_professional,Degree_or_equivalent,no,owned,no,Yes,Yes,No,Yes,2_evenings,very_low,No,No,No,No,-1.43637455336157,<5pr
382,yes,no,5,7,4,Male,Intermediate,GCSE_grades_A-C_or_equiv,no,owned,no,No,Yes,No,Yes,3_evenings,very_low,No,Yes,No,No,-0.614065614365061,9pr-13pr
382,no,no,5,5,4,Male,missing,missing,yes,owned,no,missing,missing,missing,Yes,3_evenings,very_high,No,No,missing,missing,0.058186815958865,9pr-13pr
382,no,no,5,5,4,Male,"Routine,_semi-routine_or_unemployed",Other_qualifications,yes,rented,yes,No,No,No,No,missing,very_low,No,No,No,No,-0.149479960321185,<5pr
382,no,no,4,4,4,Male,Intermediate,HE_below_degree_level,no,rented,yes,No,Yes,No,Yes,1_evening,missing,No,No,No,No,0.531011569100651,21pr-35pr
381.75,yes,yes,5,6,6,Male,Intermediate,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,No,No,Yes,2_evenings,high,No,No,No,No,-2.14194807139335,13pr-21pr
381.5,yes,no,6,7,6,Male,"Routine,_semi-routine_or_unemployed",GCSE_grades_A-C_or_equiv,yes,rented,yes,Yes,Yes,No,Yes,4_evenings,very_high,No,No,No,No,-1.13738940708523,<5pr
381.5,no,no,4,5,5,Male,"Routine,_semi-routine_or_unemployed",GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,Yes,2_evenings,very_high,No,No,missing,missing,0.436809003255233,21pr-35pr
381.25,yes,yes,5,6,5,Male,Managerial_and_professional,HE_below_degree_level,yes,owned,no,Yes,Yes,Yes,Yes,1_evening,high,No,Yes,No,No,0.613969557029415,21pr-35pr
381.25,yes,no,5,4,4,Male,Intermediate,GCSE_grades_A-C_or_equiv,no,rented,no,Yes,Yes,Yes,Yes,3_evenings,very_high,Yes,No,No,No,0.868620338158906,13pr-21pr
381,yes,yes,5,7,6,Female,Intermediate,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,Yes,1_evening,high,No,No,missing,missing,-0.372305175352635,9pr-13pr
381,yes,no,6,6,5,Female,Managerial_and_professional,HE_below_degree_level,yes,owned,no,Yes,Yes,No,Yes,3_evenings,low,No,No,No,No,-0.25434533404497,9pr-13pr
381,yes,yes,5,6,5,Female,Managerial_and_professional,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,Yes,Yes,1_evening,very_high,No,No,No,No,-0.867460809599438,5pr-9pr
381,no,no,5,5,5,Female,Intermediate,No_qualification,yes,owned,no,Yes,Yes,No,Yes,2_evenings,low,No,No,No,No,1.74158458493576,13pr-21pr
381,yes,no,4,5,4,Female,Managerial_and_professional,Degree_or_equivalent,no,owned,no,Yes,Yes,No,Yes,4_evenings,very_high,No,No,No,No,-0.290675111810553,21pr-35pr
381,yes,no,5,4,4,Female,"Routine,_semi-routine_or_unemployed",missing,no,owned,no,Yes,Yes,No,Yes,3_evenings,very_high,No,No,missing,No,-0.189431257423546,13pr-21pr
381,no,no,5,3,4,Female,Managerial_and_professional,GCE_A_Level_or_equivalent,no,owned,no,No,Yes,No,Yes,3_evenings,high,No,No,No,No,-1.46741499132298,5pr-9pr
381,yes,yes,6,8,7,Male,Managerial_and_professional,No_qualification,no,owned,no,Yes,Yes,No,Yes,5_evenings,very_high,No,No,No,No,1.03412552043145,<5pr
381,yes,yes,5,7,6,Male,Intermediate,Other_qualifications,no,owned,no,Yes,Yes,No,No,2_evenings,low,No,No,No,No,-1.12696967143298,5pr-9pr
381,no,no,7,6,6,Male,Intermediate,GCE_A_Level_or_equivalent,yes,rented,no,Yes,Yes,No,Yes,missing,low,No,No,No,No,-2.26621667992958,<5pr
381,yes,no,5,6,6,Male,Intermediate,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,No,4_evenings,very_high,No,No,No,No,0.452352853743138,21pr-35pr
