ks4score,fiveac,fiveem,k3en,k3ma,k3sc,gender,SECshort,hiquamum,singlepar,house,fsm,parasp,computer,tuition,pupasp,homework,attitude,sen,truancy,absent,exclude,IDACI_n,FSMband
388,yes,yes,5,5,4,Female,missing,No_qualification,yes,owned,no,Yes,Yes,No,Yes,3_evenings,very_low,No,missing,missing,missing,-0.162283755511926,9pr-13pr
388,yes,yes,5,5,4,Female,Managerial_and_professional,Degree_or_equivalent,no,owned,no,Yes,Yes,No,Yes,3_evenings,missing,No,No,No,No,1.09366794129128,13pr-21pr
388,yes,yes,5,5,4,Female,"Routine,_semi-routine_or_unemployed",No_qualification,no,owned,no,Yes,Yes,No,Yes,5_evenings,very_high,No,No,No,No,0.474051130472508,35pr+
388,yes,no,5,5,4,Female,Intermediate,GCSE_grades_A-C_or_equiv,no,owned,no,No,Yes,No,Yes,3_evenings,very_high,No,No,No,No,0.399732344386737,9pr-13pr
388,yes,yes,5,5,4,Female,"Routine,_semi-routine_or_unemployed",No_qualification,no,rented,yes,Yes,Yes,No,Yes,3_evenings,high,No,Yes,missing,missing,0.774942271705818,35pr+
388,yes,yes,5,5,4,Female,Intermediate,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,Yes,3_evenings,very_high,No,Yes,No,No,0.353357349272848,35pr+
388,yes,no,5,4,4,Female,Managerial_and_professional,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,Yes,4_evenings,very_low,No,No,No,No,-1.07193588752283,5pr-9pr
388,no,no,4,4,4,Female,missing,No_qualification,yes,rented,yes,Yes,No,No,No,none,very_high,No,No,No,No,2.19362728872927,21pr-35pr
388,yes,no,4,4,4,Female,"Routine,_semi-routine_or_unemployed",missing,no,owned,yes,Yes,Yes,No,Yes,5_evenings,very_high,No,No,No,No,1.04381548336426,35pr+
388,no,no,3,4,4,Female,"Routine,_semi-routine_or_unemployed",Other_qualifications,no,owned,no,Yes,Yes,No,Yes,5_evenings,low,No,No,No,No,-0.414424939514222,5pr-9pr
388,yes,yes,7,7,7,Male,Managerial_and_professional,Degree_or_equivalent,yes,rented,no,Yes,Yes,No,Yes,4_evenings,low,No,No,No,No,-0.396373938658046,35pr+
388,yes,yes,6,7,7,Male,Intermediate,Degree_or_equivalent,no,owned,no,Yes,Yes,Yes,Yes,3_evenings,low,No,No,No,Yes,-1.46206600859258,<5pr
388,yes,yes,6,7,6,Male,Managerial_and_professional,HE_below_degree_level,no,owned,no,Yes,Yes,No,Yes,1_evening,missing,No,No,No,No,-0.730687962101295,<5pr
388,yes,yes,6,7,6,Male,Intermediate,Other_qualifications,no,rented,no,Yes,Yes,No,No,2_evenings,low,No,No,No,No,-0.478595774925239,5pr-9pr
388,yes,no,6,7,6,Male,Managerial_and_professional,No_qualification,no,owned,no,Yes,Yes,No,No,2_evenings,very_low,No,Yes,No,No,0.563912496197255,5pr-9pr
388,yes,yes,6,6,6,Male,missing,GCSE_grades_A-C_or_equiv,no,rented,no,Yes,Yes,No,Yes,none,low,Yes,Yes,No,Yes,2.00210446308869,21pr-35pr
388,yes,yes,5,6,6,Male,Managerial_and_professional,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,Yes,1_evening,very_low,No,No,No,No,-0.812662748530423,13pr-21pr
388,yes,yes,5,6,6,Male,missing,GCE_A_Level_or_equivalent,no,owned,no,No,Yes,No,No,4_evenings,high,No,No,No,No,-1.36166876736651,<5pr
388,yes,yes,5,6,6,Male,Managerial_and_professional,GCSE_grades_A-C_or_equiv,yes,rented,no,Yes,No,Yes,Yes,3_evenings,high,No,Yes,missing,missing,0.919397772208324,35pr+
388,yes,yes,6,7,5,Male,Managerial_and_professional,GCE_A_Level_or_equivalent,yes,owned,no,Yes,Yes,No,Yes,2_evenings,very_low,No,No,No,No,-1.74158458493576,<5pr
388,yes,no,5,7,5,Male,Intermediate,No_qualification,no,owned,no,Yes,Yes,No,Yes,5_evenings,missing,No,No,No,No,0.015831914082301,5pr-9pr
388,yes,no,4,7,5,Male,Managerial_and_professional,Degree_or_equivalent,no,owned,no,No,Yes,No,Yes,2_evenings,low,No,No,Yes,No,-0.698137313962829,5pr-9pr
388,yes,yes,6,6,5,Male,Intermediate,HE_below_degree_level,no,owned,no,Yes,Yes,No,Yes,2_evenings,very_low,No,No,No,No,-1.36166876736651,<5pr
388,yes,yes,6,6,5,Male,"Routine,_semi-routine_or_unemployed",missing,no,owned,no,Yes,Yes,No,Yes,2_evenings,very_high,No,No,No,No,1.66334262615322,21pr-35pr
388,yes,yes,6,6,5,Male,missing,missing,missing,other/DK/Ref,no,missing,missing,missing,Yes,1_evening,very_high,No,No,missing,missing,-1.01024896467469,21pr-35pr
388,yes,no,6,6,5,Male,Intermediate,Other_qualifications,no,owned,no,Yes,Yes,No,Yes,3_evenings,low,No,No,No,No,-0.746152199527469,5pr-9pr
388,yes,yes,5,6,5,Male,Managerial_and_professional,No_qualification,no,owned,no,Yes,Yes,Yes,Yes,4_evenings,high,No,No,No,No,0.507523865415732,35pr+
388,yes,no,5,6,5,Male,missing,missing,no,other/DK/Ref,no,missing,missing,missing,Yes,3_evenings,very_high,No,No,missing,missing,-0.256646751028052,13pr-21pr
388,yes,yes,5,6,5,Male,missing,No_qualification,no,rented,no,Yes,Yes,No,Yes,5_evenings,low,No,No,No,No,-0.007239480314113,21pr-35pr
388,yes,yes,5,6,5,Male,Managerial_and_professional,HE_below_degree_level,yes,rented,no,Yes,Yes,No,Yes,3_evenings,very_low,No,Yes,No,No,0.567366636131653,21pr-35pr
388,yes,yes,5,6,5,Male,Intermediate,Other_qualifications,no,rented,yes,Yes,Yes,No,Yes,1_evening,low,No,Yes,No,No,1.26148382860044,21pr-35pr
388,yes,yes,5,6,5,Male,Intermediate,No_qualification,no,rented,yes,Yes,No,No,Yes,1_evening,very_low,No,Yes,missing,missing,0.97215351656647,35pr+
388,yes,yes,5,6,5,Male,Managerial_and_professional,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,Yes,3_evenings,high,Yes,Yes,No,No,-1.01863326721658,9pr-13pr
388,yes,no,6,5,5,Male,"Routine,_semi-routine_or_unemployed",GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,Yes,1_evening,very_high,No,No,No,No,1.13420514294658,21pr-35pr
388,yes,no,6,5,5,Male,Managerial_and_professional,GCE_A_Level_or_equivalent,no,owned,no,No,Yes,No,Yes,2_evenings,very_low,No,No,No,No,-0.51577569986833,<5pr
388,no,yes,5,5,5,Male,Managerial_and_professional,GCSE_grades_A-C_or_equiv,yes,owned,no,Yes,Yes,Yes,Yes,3_evenings,very_high,No,No,No,No,0.349803058358145,<5pr
388,yes,yes,5,5,5,Male,"Routine,_semi-routine_or_unemployed",No_qualification,yes,rented,yes,Yes,Yes,No,Yes,3_evenings,very_high,No,No,missing,missing,1.37362728746399,35pr+
388,yes,no,5,5,5,Male,Intermediate,GCE_A_Level_or_equivalent,no,owned,no,No,Yes,No,No,5_evenings,very_high,No,No,No,No,-0.694994022573708,<5pr
388,yes,yes,5,5,5,Male,"Routine,_semi-routine_or_unemployed",No_qualification,no,owned,no,Yes,Yes,No,Yes,4_evenings,very_high,No,Yes,missing,missing,0.074850626315298,13pr-21pr
388,yes,no,5,4,5,Male,missing,GCSE_grades_A-C_or_equiv,no,rented,no,No,Yes,No,Yes,2_evenings,high,No,No,No,Yes,1.14670500187692,9pr-13pr
388,yes,yes,5,5,4,Male,Intermediate,missing,yes,owned,no,Yes,Yes,No,Yes,3_evenings,very_high,No,No,No,No,0.243431755849895,35pr+
388,yes,no,5,5,4,Male,"Routine,_semi-routine_or_unemployed",No_qualification,no,rented,yes,Yes,Yes,No,Yes,2_evenings,very_high,No,No,No,No,0.486639987762945,<5pr
388,no,no,5,5,4,Male,Intermediate,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,No,missing,very_low,No,Yes,No,No,-1.7983384173163,<5pr
388,no,no,4,4,4,Male,Intermediate,GCSE_grades_A-C_or_equiv,no,owned,no,No,Yes,No,Yes,1_evening,low,No,No,No,No,-0.870826666381952,5pr-9pr
387,yes,no,5,6,6,Female,Managerial_and_professional,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,Yes,5_evenings,very_low,No,No,No,No,0.401111455016422,5pr-9pr
387,no,no,6,6,5,Female,Intermediate,GCSE_grades_A-C_or_equiv,no,owned,no,No,Yes,No,No,3_evenings,very_low,No,No,No,No,-0.837033196364555,5pr-9pr
387,yes,yes,6,6,5,Female,"Routine,_semi-routine_or_unemployed",HE_below_degree_level,yes,rented,yes,Yes,Yes,No,Yes,4_evenings,very_high,No,No,No,No,1.16564100818309,9pr-13pr
387,yes,yes,5,6,5,Female,missing,No_qualification,no,rented,yes,Yes,No,No,Yes,5_evenings,very_low,No,No,missing,missing,0.840992232537011,35pr+
387,yes,no,5,6,5,Female,"Routine,_semi-routine_or_unemployed",GCE_A_Level_or_equivalent,no,owned,no,Yes,Yes,No,Yes,3_evenings,missing,No,No,No,No,-0.266443114835274,21pr-35pr
387,no,no,5,6,5,Female,missing,No_qualification,no,owned,no,Yes,Yes,No,Yes,5_evenings,very_high,No,No,No,No,0.197131403415426,<5pr
387,yes,yes,6,5,5,Female,Managerial_and_professional,Degree_or_equivalent,no,rented,no,Yes,Yes,Yes,Yes,5_evenings,very_low,No,No,No,Yes,-0.057549317170385,5pr-9pr
387,yes,no,5,5,5,Female,"Routine,_semi-routine_or_unemployed",No_qualification,no,rented,yes,No,No,No,Yes,4_evenings,low,No,No,No,No,0.098807541956827,21pr-35pr
387,no,no,5,5,5,Female,Managerial_and_professional,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,Yes,Yes,3_evenings,low,No,No,No,No,-1.37772593027603,<5pr
387,yes,no,5,5,4,Female,Managerial_and_professional,missing,no,owned,no,Yes,No,No,Yes,4_evenings,low,No,No,No,No,0.731727315306794,NA
387,yes,no,5,5,4,Female,missing,GCSE_grades_A-C_or_equiv,yes,rented,yes,Yes,Yes,No,Yes,2_evenings,high,No,No,No,No,0.293165621915402,21pr-35pr
387,yes,no,5,5,4,Female,missing,GCSE_grades_A-C_or_equiv,yes,rented,yes,Yes,No,No,No,2_evenings,very_high,No,No,missing,Yes,0.371282212529493,21pr-35pr
387,no,no,5,5,4,Female,"Routine,_semi-routine_or_unemployed",GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,Yes,missing,low,No,No,No,No,0.007796374295439,5pr-9pr
387,no,no,3,4,4,Female,"Routine,_semi-routine_or_unemployed",missing,no,owned,yes,Yes,Yes,No,Yes,5_evenings,very_high,No,No,missing,missing,1.3307599587518,5pr-9pr
387,yes,no,6,7,6,Male,Managerial_and_professional,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,Yes,3_evenings,high,No,Yes,No,No,-0.798904462056955,<5pr
387,yes,no,6,6,6,Male,Managerial_and_professional,GCE_A_Level_or_equivalent,no,owned,no,Yes,Yes,No,Yes,1_evening,very_high,No,Yes,No,No,0.480112851048305,13pr-21pr
387,yes,yes,5,7,5,Male,missing,GCE_A_Level_or_equivalent,no,owned,no,Yes,Yes,No,Yes,5_evenings,very_high,No,No,No,No,-1.02641595981537,9pr-13pr
387,yes,yes,5,6,5,Male,Managerial_and_professional,HE_below_degree_level,no,owned,no,Yes,Yes,No,Yes,3_evenings,high,No,No,No,No,-1.39942181456422,<5pr
387,yes,yes,5,6,5,Male,"Routine,_semi-routine_or_unemployed",GCE_A_Level_or_equivalent,no,owned,no,Yes,Yes,No,Yes,2_evenings,very_high,No,No,No,No,-1.16705453701173,9pr-13pr
387,yes,yes,5,6,5,Male,Managerial_and_professional,GCSE_grades_A-C_or_equiv,yes,rented,no,No,Yes,No,No,3_evenings,missing,No,No,No,No,-0.347858534781882,5pr-9pr
387,yes,no,5,6,5,Male,"Routine,_semi-routine_or_unemployed",No_qualification,no,owned,no,Yes,Yes,No,Yes,2_evenings,high,No,No,No,Yes,0.168816554545064,21pr-35pr
387,yes,no,5,5,5,Male,Intermediate,No_qualification,no,rented,no,Yes,Yes,No,Yes,4_evenings,low,No,No,No,No,0.890759766580847,9pr-13pr
387,yes,yes,5,5,5,Male,Intermediate,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,Yes,4_evenings,low,No,No,No,No,-1.36955159101009,9pr-13pr
387,no,no,4,5,5,Male,"Routine,_semi-routine_or_unemployed",GCE_A_Level_or_equivalent,yes,rented,yes,Yes,Yes,Yes,No,3_evenings,very_low,Yes,No,No,No,0.245972884296423,35pr+
387,yes,yes,4,5,4,Male,Intermediate,No_qualification,no,owned,no,Yes,Yes,Yes,Yes,3_evenings,high,No,No,No,No,0.028961716557672,35pr+
387,no,no,4,4,4,Male,Intermediate,Other_qualifications,no,rented,no,No,Yes,No,No,1_evening,missing,No,No,No,No,0.672281691637863,13pr-21pr
386.5,no,no,5,5,4,Female,Intermediate,No_qualification,no,owned,no,Yes,No,No,Yes,2_evenings,high,No,No,missing,missing,-0.539273693125907,35pr+
386.25,no,no,5,6,4,Female,Managerial_and_professional,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,Yes,3_evenings,very_low,No,No,No,No,-1.10326685989171,9pr-13pr
386.25,no,no,5,4,4,Female,Intermediate,No_qualification,no,owned,no,Yes,Yes,No,Yes,5_evenings,very_high,No,No,No,No,-0.927317552972766,5pr-9pr
386.25,yes,yes,5,5,5,Male,Managerial_and_professional,GCSE_grades_A-C_or_equiv,yes,owned,no,Yes,Yes,No,Yes,5_evenings,low,No,No,No,No,-0.25516711341074,13pr-21pr
386,yes,yes,6,6,7,Female,"Routine,_semi-routine_or_unemployed",GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,Yes,none,low,No,No,No,No,-0.786053996627566,13pr-21pr
386,yes,no,7,6,6,Female,Managerial_and_professional,missing,yes,owned,no,Yes,Yes,No,Yes,2_evenings,very_low,No,No,No,No,0.963385795266075,21pr-35pr
386,yes,yes,6,6,5,Female,Intermediate,GCE_A_Level_or_equivalent,no,owned,no,Yes,Yes,No,Yes,2_evenings,very_low,No,No,No,No,-0.409661809473193,13pr-21pr
386,yes,yes,6,6,5,Female,Intermediate,Other_qualifications,no,owned,no,Yes,Yes,No,No,4_evenings,high,No,No,No,No,-0.726020599877732,5pr-9pr
386,yes,yes,6,6,5,Female,Managerial_and_professional,GCE_A_Level_or_equivalent,no,owned,no,Yes,Yes,Yes,Yes,3_evenings,very_high,No,No,No,No,1.13754132649655,21pr-35pr
386,no,no,6,6,5,Female,Managerial_and_professional,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,Yes,missing,high,No,Yes,No,No,-1.55938864324609,5pr-9pr
386,yes,yes,5,6,5,Female,"Routine,_semi-routine_or_unemployed",missing,no,rented,yes,Yes,No,No,No,5_evenings,very_low,No,missing,missing,missing,0.921706804356583,35pr+
386,no,no,5,6,5,Female,"Routine,_semi-routine_or_unemployed",No_qualification,no,rented,no,Yes,Yes,No,Yes,3_evenings,high,No,No,No,No,1.4517199334938,13pr-21pr
386,yes,no,6,5,5,Female,Intermediate,GCE_A_Level_or_equivalent,no,owned,no,Yes,Yes,No,Yes,3_evenings,low,No,No,No,No,-0.317671767541915,5pr-9pr
386,no,no,6,5,5,Female,missing,No_qualification,no,rented,no,No,Yes,No,No,4_evenings,very_high,No,No,No,No,-0.745101720709076,5pr-9pr
386,no,no,5,5,5,Female,"Routine,_semi-routine_or_unemployed",No_qualification,no,rented,no,Yes,Yes,No,Yes,5_evenings,very_low,No,No,missing,missing,1.25586262691982,35pr+
386,yes,no,5,5,5,Female,missing,GCSE_grades_A-C_or_equiv,no,rented,no,Yes,Yes,No,Yes,4_evenings,low,No,No,No,No,0.948685640258519,21pr-35pr
386,no,no,5,5,5,Female,Intermediate,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,Yes,4_evenings,very_high,No,No,No,No,-0.954440581813382,5pr-9pr
386,no,no,5,4,5,Female,missing,No_qualification,no,rented,no,Yes,No,No,No,3_evenings,very_high,No,No,missing,missing,-1.23053562184614,13pr-21pr
386,yes,yes,4,6,4,Female,"Routine,_semi-routine_or_unemployed",No_qualification,no,other/DK/Ref,yes,Yes,Yes,No,Yes,3_evenings,low,No,No,missing,missing,1.54637224000607,35pr+
386,yes,yes,5,5,4,Female,Managerial_and_professional,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,Yes,2_evenings,low,No,No,No,No,-0.879343360249443,<5pr
386,no,no,5,5,4,Female,Intermediate,No_qualification,no,owned,no,No,Yes,No,Yes,2_evenings,high,No,No,No,No,0.929643572083638,35pr+
386,yes,no,3,3,3,Female,"Routine,_semi-routine_or_unemployed",No_qualification,no,owned,no,No,No,No,No,2_evenings,missing,Yes,missing,missing,missing,0.81643165718924,35pr+
386,yes,no,5,6,7,Male,Intermediate,Other_qualifications,no,owned,no,Yes,Yes,No,Yes,3_evenings,low,No,No,No,No,-1.47139573965713,9pr-13pr
386,yes,yes,6,7,6,Male,Managerial_and_professional,HE_below_degree_level,no,owned,no,Yes,Yes,Yes,Yes,2_evenings,high,No,No,No,No,-0.614642077426204,13pr-21pr
386,yes,yes,5,7,6,Male,Intermediate,GCSE_grades_A-C_or_equiv,yes,rented,no,Yes,Yes,No,Yes,2_evenings,high,No,No,No,No,0.164299299712418,9pr-13pr
386,no,no,6,6,6,Male,Intermediate,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,Yes,2_evenings,missing,No,No,No,No,-0.779461641592242,5pr-9pr
386,yes,yes,6,6,6,Male,Managerial_and_professional,HE_below_degree_level,no,rented,no,Yes,Yes,No,Yes,3_evenings,low,No,No,No,No,-0.39121586136192,<5pr
386,no,no,5,6,6,Male,Intermediate,HE_below_degree_level,no,owned,no,Yes,Yes,No,Yes,4_evenings,missing,No,No,No,Yes,1.01436566280855,5pr-9pr
386,yes,yes,5,6,6,Male,Managerial_and_professional,GCSE_grades_A-C_or_equiv,yes,owned,no,Yes,Yes,No,Yes,3_evenings,high,No,No,No,No,0.017104951327406,5pr-9pr
386,yes,yes,6,7,5,Male,"Routine,_semi-routine_or_unemployed",No_qualification,no,owned,no,Yes,Yes,No,Yes,4_evenings,missing,No,missing,missing,missing,0.578334146175573,21pr-35pr
386,yes,yes,5,6,5,Male,Intermediate,No_qualification,no,owned,no,Yes,Yes,No,No,5_evenings,high,No,No,missing,No,0.618201460803255,5pr-9pr
386,yes,yes,5,6,5,Male,Managerial_and_professional,No_qualification,no,owned,no,Yes,Yes,No,Yes,2_evenings,very_high,No,No,No,No,0.97637329817485,35pr+
386,yes,yes,5,6,5,Male,Intermediate,Degree_or_equivalent,no,owned,no,Yes,Yes,No,Yes,5_evenings,very_high,No,No,No,No,-0.570921191899334,<5pr
386,yes,no,5,5,5,Male,missing,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,Yes,3_evenings,high,No,No,No,No,-0.873503169918264,13pr-21pr
386,yes,no,5,5,5,Male,Managerial_and_professional,GCSE_grades_A-C_or_equiv,no,owned,no,No,Yes,No,No,5_evenings,high,No,No,No,Yes,0.125948012073823,35pr+
386,yes,no,5,5,5,Male,Intermediate,No_qualification,no,owned,no,No,No,No,Yes,5_evenings,very_high,No,No,No,No,-0.710677819510783,5pr-9pr
386,yes,no,4,5,5,Male,"Routine,_semi-routine_or_unemployed",No_qualification,yes,rented,no,Yes,Yes,No,Yes,missing,low,Yes,Yes,missing,missing,0.918548310944916,35pr+
386,no,no,4,4,5,Male,Intermediate,No_qualification,no,rented,no,Yes,Yes,No,Yes,5_evenings,high,No,No,No,No,0.323953407769719,5pr-9pr
386,yes,no,5,6,4,Male,Managerial_and_professional,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,Yes,2_evenings,high,No,No,No,No,-0.144895990220124,9pr-13pr
386,yes,no,4,5,4,Male,"Routine,_semi-routine_or_unemployed",No_qualification,yes,owned,no,Yes,Yes,No,No,none,very_low,No,No,missing,No,0.946442242275377,21pr-35pr
386,yes,no,4,4,4,Male,"Routine,_semi-routine_or_unemployed",missing,yes,owned,no,Yes,Yes,No,Yes,2_evenings,low,Yes,Yes,No,Yes,-0.313490975782354,21pr-35pr
385.75,no,no,5,4,5,Male,Intermediate,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,Yes,2_evenings,low,No,No,No,No,-0.197942617516836,9pr-13pr
385,yes,yes,6,6,6,Female,Intermediate,GCE_A_Level_or_equivalent,no,owned,no,Yes,Yes,No,Yes,1_evening,low,No,No,No,No,1.00839541202384,13pr-21pr
385,yes,no,6,6,6,Female,missing,missing,no,rented,no,Yes,Yes,No,Yes,2_evenings,high,No,No,No,No,0.590413065216324,5pr-9pr
385,yes,yes,6,7,5,Female,Intermediate,GCSE_grades_A-C_or_equiv,yes,owned,no,Yes,Yes,No,Yes,5_evenings,low,No,No,No,No,-0.88344940078384,<5pr
385,no,no,5,7,5,Female,Managerial_and_professional,Other_qualifications,no,owned,no,Yes,Yes,No,No,2_evenings,very_low,No,No,No,No,-2.0649682545576,<5pr
385,yes,yes,5,7,5,Female,Managerial_and_professional,Degree_or_equivalent,no,owned,no,Yes,Yes,Yes,Yes,1_evening,very_low,No,Yes,No,No,0.330920033531317,21pr-35pr
385,yes,yes,7,6,5,Female,Intermediate,HE_below_degree_level,no,owned,no,Yes,Yes,No,Yes,3_evenings,low,No,No,No,No,-0.049662123389244,21pr-35pr
385,yes,yes,6,6,5,Female,Managerial_and_professional,HE_below_degree_level,no,owned,no,No,Yes,No,Yes,2_evenings,very_low,No,No,missing,missing,-1.79196236844434,<5pr
385,yes,no,6,6,5,Female,Intermediate,HE_below_degree_level,no,rented,no,Yes,Yes,No,Yes,3_evenings,very_low,No,Yes,missing,missing,-0.890641480008224,<5pr
385,yes,yes,5,6,5,Female,"Routine,_semi-routine_or_unemployed",No_qualification,yes,owned,yes,Yes,Yes,No,Yes,3_evenings,very_high,No,No,No,No,0.34296076973961,13pr-21pr
385,yes,yes,5,5,5,Female,missing,missing,no,owned,no,Yes,Yes,No,Yes,5_evenings,low,No,No,No,No,1.76829879479215,35pr+
385,yes,no,5,5,5,Female,Managerial_and_professional,GCE_A_Level_or_equivalent,no,owned,no,Yes,Yes,No,Yes,3_evenings,very_low,No,No,No,No,-1.27967307068571,<5pr
385,yes,yes,5,4,5,Female,"Routine,_semi-routine_or_unemployed",No_qualification,no,rented,yes,Yes,Yes,No,Yes,4_evenings,very_high,No,No,missing,missing,1.33676216134306,35pr+
385,no,no,5,4,4,Female,"Routine,_semi-routine_or_unemployed",GCSE_grades_A-C_or_equiv,yes,owned,yes,Yes,Yes,No,Yes,1_evening,high,No,No,missing,missing,1.19859931742187,21pr-35pr
385,yes,yes,6,6,6,Male,Managerial_and_professional,GCE_A_Level_or_equivalent,no,owned,no,Yes,Yes,Yes,No,3_evenings,very_low,No,No,No,No,-1.10093053152397,<5pr
385,yes,yes,5,6,5,Male,Intermediate,No_qualification,no,owned,no,Yes,Yes,Yes,Yes,5_evenings,high,No,No,No,No,0.073095642252606,5pr-9pr
385,yes,yes,5,6,5,Male,Managerial_and_professional,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,Yes,2_evenings,high,No,No,No,No,-0.264300581335498,13pr-21pr
385,yes,yes,5,6,5,Male,Managerial_and_professional,Degree_or_equivalent,yes,owned,no,Yes,Yes,No,Yes,missing,high,No,No,No,No,1.87292489775755,13pr-21pr
385,no,no,5,6,5,Male,"Routine,_semi-routine_or_unemployed",No_qualification,yes,rented,no,Yes,Yes,No,No,3_evenings,very_low,No,Yes,No,Yes,-1.08331002992134,5pr-9pr
385,no,no,4,4,5,Male,Intermediate,GCSE_grades_A-C_or_equiv,no,owned,no,No,Yes,No,Yes,2_evenings,missing,No,No,No,No,-1.00298697242418,<5pr
385,no,no,5,5,4,Male,missing,No_qualification,no,owned,no,Yes,No,No,Yes,1_evening,high,No,No,No,No,0.047352340090586,13pr-21pr
385,yes,yes,5,5,4,Male,Managerial_and_professional,HE_below_degree_level,no,owned,no,Yes,Yes,No,Yes,3_evenings,high,No,No,No,No,-0.94943450130082,13pr-21pr
384,yes,yes,5,7,7,Female,Intermediate,missing,yes,owned,no,Yes,Yes,No,Yes,3_evenings,very_high,No,No,No,No,-0.938009819190598,9pr-13pr
384,yes,yes,5,6,7,Female,Intermediate,Other_qualifications,no,owned,no,Yes,Yes,No,No,5_evenings,low,No,No,No,No,0.246628916636611,5pr-9pr
384,yes,yes,5,7,6,Female,Managerial_and_professional,Degree_or_equivalent,no,owned,no,Yes,Yes,No,Yes,5_evenings,very_low,No,No,No,No,-1.87893343824812,5pr-9pr
384,yes,yes,6,6,6,Female,"Routine,_semi-routine_or_unemployed",GCSE_grades_A-C_or_equiv,yes,rented,yes,Yes,Yes,No,Yes,1_evening,low,No,missing,No,No,1.37097549494037,35pr+
384,yes,yes,6,6,6,Female,Managerial_and_professional,No_qualification,no,owned,no,Yes,Yes,No,Yes,3_evenings,very_high,No,No,No,No,-1.42882708821101,13pr-21pr
384,yes,no,6,6,6,Female,Managerial_and_professional,Other_qualifications,no,owned,no,Yes,Yes,Yes,Yes,none,low,No,No,No,No,-1.33288427797883,5pr-9pr
384,yes,yes,6,6,6,Female,Intermediate,GCSE_grades_A-C_or_equiv,no,owned,no,Yes,Yes,No,No,3_evenings,low,No,No,No,No,-0.78086372247403,5pr-9pr
384,yes,yes,5,6,6,Female,Managerial_and_professional,No_qualification,no,owned,no,No,Yes,No,No,2_evenings,low,No,No,No,No,-2.63067652923547,<5pr
384,no,no,7,5,6,Female,Intermediate,No_qualification,yes,rented,no,Yes,Yes,No,Yes,4_evenings,low,No,No,No,No,0.530278917556016,5pr-9pr
384,yes,no,6,6,5,Female,Intermediate,HE_below_degree_level,no,owned,no,Yes,Yes,No,Yes,4_evenings,very_high,No,No,No,No,-0.030712684758858,21pr-35pr
384,yes,yes,5,6,5,Female,Intermediate,GCSE_grades_A-C_or_equiv,no,owned,no,No,Yes,No,Yes,3_evenings,low,No,No,No,No,-0.330079836282604,21pr-35pr
384,yes,yes,5,6,5,Female,"Routine,_semi-routine_or_unemployed",GCSE_grades_A-C_or_equiv,yes,rented,yes,Yes,No,No,No,2_evenings,high,No,No,missing,missing,1.22681257134534,35pr+
384,yes,no,6,5,5,Female,"Routine,_semi-routine_or_unemployed",No_qualification,no,owned,no,Yes,Yes,No,Yes,3_evenings,very_high,No,No,No,No,-0.315664299021798,9pr-13pr
384,yes,yes,6,5,5,Female,Intermediate,GCE_A_Level_or_equivalent,no,rented,no,Yes,Yes,No,Yes,5_evenings,very_high,No,No,No,No,1.07959811061445,35pr+
384,yes,yes,6,5,5,Female,Managerial_and_professional,No_qualification,yes,owned,yes,Yes,Yes,No,Yes,1_evening,high,No,No,No,No,0.650893916175762,35pr+
384,yes,yes,5,5,5,Female,missing,GCSE_grades_A-C_or_equiv,no,other/DK/Ref,no,Yes,Yes,No,Yes,4_evenings,high,No,No,missing,missing,1.32518807318584,35pr+
384,yes,yes,5,5,5,Female,"Routine,_semi-routine_or_unemployed",GCSE_grades_A-C_or_equiv,yes,rented,no,Yes,Yes,No,Yes,3_evenings,low,No,No,No,No,-0.588993137008973,5pr-9pr
384,no,no,5,5,5,Female,Intermediate,GCE_A_Level_or_equivalent,no,owned,no,Yes,Yes,No,Yes,missing,high,No,No,No,No,-1.5108066871603,9pr-13pr
384,yes,yes,5,5,5,Female,Managerial_and_professional,HE_below_degree_level,no,owned,no,Yes,Yes,No,Yes,3_evenings,low,No,No,No,No,-0.121779343410756,9pr-13pr
